one_shot,two_shot,four_shot,eight_shot,sixteen_shot,full_resource,model
23.617774266525988,31.528286087499723,36.03478398337899,36.61328421801356,39.02983462657592,39.80238363171921,True
13.287995457643916,31.033428662271167,33.33344060134293,0.0,39.448786274060446,0.0,True
18.744557827519277,29.15964016651748,30.810914150139755,37.74978796176517,39.07066625001166,0.0,True
0.0,0.0,0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,0.0,0.0,True
30.392006046314084,34.32278859243977,35.965693085236516,38.2884024204548,38.74717552690956,0.0,True
22.540221138056303,32.916032503795584,33.32014730168442,37.88242367625711,39.67466324978678,0.0,True
28.107580561963935,30.077566219842716,31.54791796889052,36.36018890648577,38.9478520492506,0.0,True
0.0,0.0,0.0,0.0,0.0,0.0,True
0.5606121181875199,0.5606121181875199,0.5606121181875199,0.5606121181875199,0.5606121181875199,0.5606121181875199,True
