one_shot,two_shot,four_shot,eight_shot,sixteen_shot,full_resource,model
58.99285714285711,76.27380952380942,87.82142857142864,87.5428571428572,92.97142857142863,95.28571428571435,True
28.102380952380972,75.23809523809516,79.42857142857139,0.0,93.6571428571429,0.0,True
47.928571428571296,72.5119047619047,75.06190476190464,89.35238095238101,93.17142857142859,0.0,True
0.0,0.0,0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,0.0,0.0,True
71.40476190476171,81.20952380952376,85.90714285714284,91.47619047619057,92.34285714285726,0.0,True
47.65238095238091,79.38571428571426,82.21904761904752,90.74285714285725,94.3714285714286,0.0,True
66.34523809523802,72.89999999999988,74.97142857142858,88.02857142857172,92.82857142857148,0.0,True
0.0,0.0,0.0,0.0,0.0,0.0,True
2.511904761904762,2.511904761904762,2.511904761904762,2.511904761904762,2.511904761904762,2.511904761904762,True
