one_shot,two_shot,four_shot,eight_shot,sixteen_shot,full_resource,model
0.5714285714285714,0.7428571428571429,0.8685714285714285,0.8642857142857143,0.9242857142857143,0.95,True
0.2714285714285714,0.7357142857142858,0.7842857142857143,0.0,0.9342857142857143,0.0,True
0.44142857142857145,0.7114285714285714,0.73,0.8871428571428571,0.9285714285714286,0.0,True
0.0,0.0,0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,0.0,0.0,True
0.6814285714285714,0.7971428571428572,0.8471428571428572,0.9114285714285715,0.9171428571428571,0.0,True
0.42714285714285716,0.7842857142857143,0.8028571428571428,0.9014285714285715,0.9414285714285714,0.0,True
0.6271428571428571,0.7071428571428572,0.7385714285714285,0.8671428571428571,0.9257142857142857,0.0,True
0.0,0.0,0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,0.0,0.0,True
