one_shot,two_shot,four_shot,eight_shot,sixteen_shot,full_resource,model
0.0,0.0,0.0,0.0,0.0,0.0,False
0.0,0.0,0.0,0.0,0.0,0.0,False
34.46885721826416,21.570335180786373,40.67959883874472,66.16125626814423,83.20203219846893,89.85484296648167,True
0.0,0.0,0.0,0.0,0.0,0.0,False
0.0,0.0,0.0,0.0,0.0,0.0,False
38.87635259963108,52.26049089469477,66.97809448403218,83.02454473475808,86.22921615201878,0.0,True
34.5803642121943,34.806677223542955,46.43177619424649,84.48403272631285,83.05555555555539,0.0,True
0.0,0.0,0.0,0.0,0.0,0.0,False
0.0,0.0,0.0,0.0,0.0,0.0,False
0.0,0.0,0.0,0.0,0.0,0.0,False
