one_shot,two_shot,four_shot,eight_shot,sixteen_shot,full_resource,model
67.18866517524236,64.28038777032066,70.32065622669649,84.60104399701714,83.37061894108874,96.27143922445936,True
0.22371364653243847,48.322147651006716,16.815809097688287,43.43773303504847,78.29977628635348,97.61372110365399,True
9.515287099179721,66.29381058911261,22.31543624161074,70.30201342281879,85.90604026845637,97.61372110365399,True
0.0,0.0,0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,0.0,0.0,True
27.30052199850857,35.57046979865772,43.51230425055929,80.9284116331096,88.66517524235644,97.16629381058911,True
4.250559284116331,52.49813571961223,47.09172259507831,83.07233407904548,84.45190156599551,97.61372110365399,True
15.585384041759879,63.60924683072333,34.91797166293811,86.57718120805367,84.71290082028337,98.06114839671886,True
0.0,0.0,0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,0.0,0.0,True
