one_shot,two_shot,four_shot,eight_shot,sixteen_shot,full_resource,model
33.72078490188835,90.26371703537039,39.12010998625261,77.24034495687957,95.05061867266576,0.0,True
97.01287339082594,80.15248093988176,67.20409948756296,37.03287089113966,94.18822647169078,0.0,True
74.42819647543965,97.08786401699767,94.51318585176828,85.15185601799722,86.47669041369777,0.0,True
0.0,0.0,0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,0.0,0.0,True
81.47731533558218,93.55080614923112,86.4079490063739,90.08873890763624,92.21347331583522,0.0,True
89.28883889513789,96.9503812023495,92.57592800899866,40.13248343957074,50.28121484814317,0.0,True
69.74128233970643,55.14310711161111,79.17760279964911,90.4886889138852,90.9636295463064,0.0,True
0.0,0.0,0.0,0.0,0.0,0.0,False
0.0,0.0,0.0,0.0,0.0,0.0,False
