one_shot,two_shot,four_shot,eight_shot,sixteen_shot,full_resource,model
14.814599117639569,29.136206037278807,16.164642754132206,25.820288638953315,30.380273089440752,0.0,True
30.873395704135515,26.58566351530717,23.303387259416393,15.863627174917488,30.15719585153703,0.0,True
22.468697628099562,30.743240197341866,30.14030990188448,27.90022957708016,28.231490284182488,0.0,True
0.0,0.0,0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,0.0,0.0,True
26.966559343650616,29.990370431820494,28.17972498161882,29.11727218375369,29.648539355521592,0.0,True
28.85435301367484,30.860251955145575,29.751576065133428,16.633688713372454,19.186161270189157,0.0,True
23.92537398421735,20.24051141920175,26.396504269861293,29.242092976707077,29.355883302978185,0.0,True
0.0,0.0,0.0,0.0,0.0,0.0,False
0.0,0.0,0.0,0.0,0.0,0.0,False
